Stofnaam,KRW status,CAS-nummer,EG-nummer,Aquo-code,SIKB-id,Categorie,Compartiment,Norm,Waarde,Eenheid,Normwaardestatus.code,Normwaardestatus.omschrijving,Achtergrondconcentratie.code,Achtergrondconcentratie.omschrijving,Toelichtende voetnoot 1,Toelichtende voetnoot 2,Toelichtende voetnoot 3,Norm.code,Norm.omschrijving,Normsubgroup.code,Normsubgroup.omschrijving,Compartiment.code,Compartiment.omschrijving,Compartimentsubgroep.code,Compartimentsubgroep.omschrijving,Grootheid.code,Grootheid.omschrijving,Hoedanigheid.code,Hoedanigheid.omschrijving,Waardebewerkingsmethode.code ,Waardebewerkingsmethode.omschrijving,Geldigheid.begindatum,Geldigheid.einddatum,Column1
naftaleen,Prioritaire stoffen,91-20-3,202-049-5,Naf,1259,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),130,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2021,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
nikkel,Prioritaire stoffen,7440-02-0,231-111-4,Ni,1267,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),4,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,"Deze milieukwaliteitseis heeft betrekking op de opgeloste concentratie. Dit is de opgeloste fase van een watermonster die wordt verkregen door filtratie over een filter van 0,45 ?m of een gelijkwaardige voorbehandeling. In het monitoringsprogramma kan worden bepaald dat bij toetsing van de resultaten van de monitoring aan de milieukwaliteitseis een correctie kan worden toegepast, waarbij rekening wordt gehouden met: natuurlijke achtergrondconcentraties voor metalen en hun verbindingen, indien deze de naleving van de milieukwaliteitseisen beletten, en de hardheid, de pH of andere waterkwaliteitsparameters die de biologische beschikbaarheid van metalen beïnvloeden, waarbij de biobeschikbare concentratie wordt bepaald met behulp van passende biobeschikbaarheidsmodel.",datum van realisatie van de milieukwaliteitseis: 22 december 2021,Deze MKN hebben betrekking op de biologisch beschikbare concentraties van de stoffen. ,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
nikkel,Prioritaire stoffen,7440-02-0,231-111-4,Ni,1267,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),34,µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,"Deze milieukwaliteitseis heeft betrekking op de opgeloste concentratie. Dit is de opgeloste fase van een watermonster die wordt verkregen door filtratie over een filter van 0,45 ?m of een gelijkwaardige voorbehandeling. In het monitoringsprogramma kan worden bepaald dat bij toetsing van de resultaten van de monitoring aan de milieukwaliteitseis een correctie kan worden toegepast, waarbij rekening wordt gehouden met: natuurlijke achtergrondconcentraties voor metalen en hun verbindingen, indien deze de naleving van de milieukwaliteitseisen beletten, en de hardheid, de pH of andere waterkwaliteitsparameters die de biologische beschikbaarheid van metalen beïnvloeden, waarbij de biobeschikbare concentratie wordt bepaald met behulp van passende biobeschikbaarheidsmodel.",datum van realisatie van de milieukwaliteitseis: 22 december 2021,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
nonylfenol,Prioritaire stoffen,25154-52-3,246-672-0,C9yFol,1282,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,3",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
nonylfenol,Prioritaire stoffen,25154-52-3,246-672-0,C9yFol,1282,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),2,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
nonylfenolen,Prioritaire stoffen,,,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,3",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
nonylfenolen,Prioritaire stoffen,,,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),2,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
octylfenolen,Prioritaire stoffen,,,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,1",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
para-tert-octylfenol,Prioritaire stoffen,140-66-9,205-426-2,4ttC8yFol,2366,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,1",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pentabroomdifenylether,Prioritaire stoffen,32534-81-9,251-084-2,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,5",ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,"Voor de groep prioritaire stoffen die vallen onder gebromeerde difenylethers verwijst de MKE naar de som van de concentraties voor de congeneren nr. 28, 47, 99, 100, 153 en 154. ",,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pentabroomdifenylether,Prioritaire stoffen,32534-81-9,251-084-2,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,14",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2021,"Voor de groep prioritaire stoffen die vallen onder gebromeerde difenylethers verwijst de MKE naar de som van de concentraties voor de congeneren nr. 28, 47, 99, 100, 153 en 154. ",,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
pentachloorbenzeen,Prioritaire stoffen,608-93-5,210-172-0,PeClBen,1387,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,007",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pentachloorfenol,Prioritaire stoffen,87-86-5,201-778-6,PeClFol,1390,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,4",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pentachloorfenol,Prioritaire stoffen,87-86-5,201-778-6,PeClFol,1390,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),1,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
perfluoroctaansulfonzuur,Prioritaire stoffen,1763-23-1,217-179-8,PFOS,4445,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"6,50E-04",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2027,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
perfluoroctaansulfonzuur,Prioritaire stoffen,1763-23-1,217-179-8,PFOS,4445,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),36,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2027,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
p-nonylfenol,Prioritaire stoffen,104-40-5,203-199-4,4C9yFol,2364,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,3",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
p-nonylfenol,Prioritaire stoffen,104-40-5,203-199-4,4C9yFol,2364,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),2,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
p-octylfenol,Prioritaire stoffen,1806-26-4,217-302-5,4C8yFol,3073,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,1",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
quinoxyfen,Prioritaire stoffen,124495-18-7,602-997-3,quinoxfn,4545,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,15",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2027,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
quinoxyfen,Prioritaire stoffen,124495-18-7,602-997-3,quinoxfn,4545,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"2,7",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2027,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
simazine,Prioritaire stoffen,122-34-9,204-535-2,simzne,1480,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),1,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
simazine,Prioritaire stoffen,122-34-9,204-535-2,simzne,1480,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),4,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
terbutryn,Prioritaire stoffen,886-50-0,212-950-5,terbtn,1524,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,065",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2027,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
terbutryn,Prioritaire stoffen,886-50-0,212-950-5,terbtn,1524,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,34",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2027,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
tetrabroomdifenylether,Prioritaire stoffen,40088-47-9,254-787-2,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,5",ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,"Voor de groep prioritaire stoffen die vallen onder gebromeerde difenylethers verwijst de MKE naar de som van de concentraties voor de congeneren nr. 28, 47, 99, 100, 153 en 154. ",,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
tetrabroomdifenylether,Prioritaire stoffen,40088-47-9,254-787-2,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,14",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,datum van realisatie van de milieukwaliteitseis: 22 december 2021,"Voor de groep prioritaire stoffen die vallen onder gebromeerde difenylethers verwijst de MKE naar de som van de concentraties voor de congeneren nr. 28, 47, 99, 100, 153 en 154. ",,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
tributyltin-kation,Prioritaire stoffen,36643-28-4,,TC4ySn,1712,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,0002",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
tributyltin-kation,Prioritaire stoffen,36643-28-4,,TC4ySn,1712,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,0015",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
trichloorbenzenen som,Prioritaire stoffen,12002-48-1,234-413-4,TClBen,4807,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,4",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
trichloormethaan,Prioritaire stoffen,67-66-3,200-663-8,TClC1a,1711,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"2,5",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
trifluraline,Prioritaire stoffen,1582-09-8,216-428-8,Tfrlne,1612,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,03",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
"1,2-dichloorpropaan",Specifiek verontreinigende stoffen,78-87-5,201-152-2,12DClC3a,38,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),280,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
"1,2-dichloorpropaan",Specifiek verontreinigende stoffen,78-87-5,201-152-2,12DClC3a,38,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),1300,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
4-chlooraniline,Specifiek verontreinigende stoffen,106-47-8,203-401-0,4ClAn,228,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,22",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
4-chlooraniline,Specifiek verontreinigende stoffen,106-47-8,203-401-0,4ClAn,228,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"1,2",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
abamectine,Specifiek verontreinigende stoffen,71751-41-2,615-339-5,abmtne,2304,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,001",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
abamectine,Specifiek verontreinigende stoffen,71751-41-2,615-339-5,abmtne,2304,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,018",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
ammonium,Specifiek verontreinigende stoffen,14798-03-9,,NH4,289,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,304",mg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,"Deze waarde is uitgedrukt in mg N (NH4-N + NH3-N)/l, en geldt bij een pH van 7,7 en een temperatuur van 15° C. In het monitoringsprogramma wordt bepaald dat bij toetsing van de resultaten van de monitoring een correctie wordt toegepast, waarbij rekening wordt gehouden met de actuele pH en temperatuur.",als mg N/l,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
ammonium,Specifiek verontreinigende stoffen,14798-03-9,,NH4,289,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,608",mg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,"Deze waarde is uitgedrukt in mg N (NH4-N + NH3-N)/l, en geldt bij een pH van 7,7 en een temperatuur van 15° C. In het monitoringsprogramma wordt bepaald dat bij toetsing van de resultaten van de monitoring een correctie wordt toegepast, waarbij rekening wordt gehouden met de actuele pH en temperatuur.",als mg N/l,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
antimoon,Specifiek verontreinigende stoffen,7440-36-0,231-146-5,Sb,301,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"5,6",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geen achtergrond concentratie correctie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
antimoon,Specifiek verontreinigende stoffen,7440-36-0,231-146-5,Sb,301,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),200,µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
arseen,Specifiek verontreinigende stoffen,7440-38-2,231-148-6,As,310,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"0,5",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
arseen,Specifiek verontreinigende stoffen,7440-38-2,231-148-6,As,310,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),"8,6",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
azinfos-ethyl,Specifiek verontreinigende stoffen,2642-71-9,220-147-6,C2yazfs,327,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"1,1",ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
azinfos-ethyl,Specifiek verontreinigende stoffen,2642-71-9,220-147-6,C2yazfs,327,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),11,ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
azinfos-methyl,Specifiek verontreinigende stoffen,86-50-0,201-676-1,C1yazfs,328,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"6,5",ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
azinfos-methyl,Specifiek verontreinigende stoffen,86-50-0,201-676-1,C1yazfs,328,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),14,ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
